년도,분기,상권유형,상권,추정매출_금액,추정매출_건수,추정매출_금액_주중주말_주중,추정매출_금액_주중주말_주말,추정매출_금액_요일별_월,추정매출_금액_요일별_화,추정매출_금액_요일별_수,추정매출_금액_요일별_목,추정매출_금액_요일별_금,추정매출_금액_요일별_토,추정매출_금액_요일별_일,추정매출_금액_시간대별_00-06,추정매출_금액_시간대별_06-11,추정매출_금액_시간대별_11-14,추정매출_금액_시간대별_14-17,추정매출_금액_시간대별_17-21,추정매출_금액_시간대별_21-24,추정매출_금액_성별_남성,추정매출_금액_성별_여성,추정매출_금액_연령대별_10대,추정매출_금액_연령대별_20대,추정매출_금액_연령대별_30대,추정매출_금액_연령대별_40대,추정매출_금액_연령대별_50대,추정매출_금액_연령대별_60이상,추정매출_건수_주중주말_주중,추정매출_건수_주중주말_주말,추정매출_건수_요일별_월,추정매출_건수_요일별_화,추정매출_건수_요일별_수,추정매출_건수_요일별_목,추정매출_건수_요일별_금,추정매출_건수_요일별_토,추정매출_건수_요일별_일,추정매출_건수_시간대별_00-06,추정매출_건수_시간대별_06-11,추정매출_건수_시간대별_11-14,추정매출_건수_시간대별_14-17,추정매출_건수_시간대별_17-21,추정매출_건수_시간대별_21-24,추정매출_건수_성별_남성,추정매출_건수_성별_여성,추정매출_건수_연령대별_10대,추정매출_건수_연령대별_20대,추정매출_건수_연령대별_30대,추정매출_건수_연령대별_40대,추정매출_건수_연령대별_50대,추정매출_건수_연령대별_60이상,소득_금액_월평균,소득_구간,지출_금액,지출_금액_식료품,지출_금액_의류,지출_금액_생활용품,지출_금액_의료,지출_금액_교통,지출_금액_여가,지출_금액_문화,지출_금액_교육,지출_금액_유흥,상주인구,상주인구_성별_남성,상주인구_성별_여성,상주인구_연령대별_10대,상주인구_연령대별_20대,상주인구_연령대별_30대,상주인구_연령대별_40대,상주인구_연령대별_50대,상주인구_연령대별_60이상,상주인구_가구,상주인구_가구_아파트,상주인구_가구_비아파트,생활인구,생활인구_성별_남성,생활인구_성별_여성,생활인구_연령대별_10대,생활인구_연령대별_20대,생활인구_연령대별_30대,생활인구_연령대별_40대,생활인구_연령대별_50대,생활인구_연령대별_60이상,생활인구_시간대별_00-06,생활인구_시간대별_06-11,생활인구_시간대별_11-14,생활인구_시간대별_14-17,생활인구_시간대별_17-21,생활인구_시간대별_21-24,생활인구_요일별_월,생활인구_요일별_화,생활인구_요일별_수,생활인구_요일별_목,생활인구_요일별_금,생활인구_요일별_토,생활인구_요일별_일,직장인구,직장인구_성별_남성,직장인구_성별_여성,직장인구_연령대별_10대,직장인구_연령대별_20대,직장인구_연령대별_30대,직장인구_연령대별_40대,직장인구_연령대별_50대,직장인구_연령대별_60이상,아파트_단지수,아파트_면적_평균,아파트_시가_평균,상권변화지표,상권변화지표_영업개월평균_운영_상권,상권변화지표_영업개월평균_폐업_상권,상권변화지표_영업개월평균_운영_서울,상권변화지표_영업개월평균_폐업_서울
2017,2,D,2120071,80009010,193,80009010,0,66513514,963964,4819820,7711712,0,0,0,0,0,68441442,5783784,5783784,0,65549550,14459460,0,1927928,2891892,69405406,3855856,1927928,193,0,58,19,38,78,0,0,0,0,0,77,39,77,0,57,136,0,19,38,98,19,19,2950003.0,6.0,215110372.0,53770127.0,27822920.0,18603254.0,23989148.0,38259135.0,7771389.0,7581918.0,26661329.0,10651152.0,1080,489,591,73,340,250,134,121,162,732,0,732,658773,305476,353296,79018,163317,106722,94023,88969,126723,155095,139557,84190,84825,113895,81210,96110,95756,94150,93935,93811,92932,92078,856,383,473,1,139,191,203,187,135,9,41,102805141,LL,93,43,98,51
2017,2,D,2120081,383340438,1112,383340438,0,162500000,188340438,0,0,32500000,0,0,0,0,162500000,220840438,0,0,27465438,355875000,0,0,0,323375000,0,59965438,1112,0,325,462,0,0,325,0,0,0,0,325,787,0,0,137,975,0,0,0,650,0,462,2742898.0,6.0,524296921.0,151834667.0,61883280.0,36071313.0,71235682.0,80864002.0,16822404.0,17402561.0,66639105.0,21543907.0,1020,587,433,58,220,180,208,167,187,771,0,771,4001828,1781934,2219894,614508,885247,572341,577556,588602,763576,524793,659604,623657,716251,991810,485712,549090,564014,560649,558810,594081,614324,560861,5185,1904,3281,28,1229,1162,1188,944,634,6,45,127679241,LL,82,45,98,51
2017,2,D,2120095,4166528181,2869,4166528181,0,1434623145,0,2731905036,0,0,0,0,0,0,1297281890,1434623145,1434623146,0,1434623146,1297281890,0,0,0,1434623146,0,1297281890,2869,0,956,0,1913,0,0,0,0,0,0,956,956,957,0,956,956,0,0,0,956,0,956,2620653.0,6.0,562906614.0,147942581.0,70905899.0,44238246.0,76363482.0,97575112.0,24832817.0,16919581.0,59935673.0,24193223.0,1362,649,713,112,141,146,225,260,478,820,0,820,919915,408159,511755,124158,120943,112876,135713,142607,283617,167760,190677,130858,135332,184192,111097,130934,129874,130395,131735,132346,133389,131243,1113,419,694,5,166,204,308,254,176,7,55,119113816,HH,109,57,98,51
2017,2,A,2110973,160509313,1459,160509313,0,0,0,0,0,160509313,0,0,0,0,0,160509313,0,0,0,160509313,0,0,0,0,0,160509313,1459,0,0,0,0,0,1459,0,0,0,0,0,1459,0,0,0,1459,0,0,0,0,0,1459,5071769.0,9.0,1177410651.0,277113515.0,143903645.0,86775736.0,136828026.0,208813644.0,44541111.0,34426688.0,194428651.0,50579635.0,2349,1090,1259,463,337,423,454,300,372,944,228,716,527876,237828,290047,99843,73135,97965,94064,63087,99782,131300,114951,70348,69167,83774,58339,75882,75691,77193,77107,76347,74424,71234,964,548,416,4,208,305,190,133,124,28,73,390911145,LL,78,51,98,51
2017,2,A,2110895,62499828,500,62499828,0,62499828,0,0,0,0,0,0,0,0,0,7499979,54999849,0,54999849,7499979,0,0,0,0,0,62499828,500,0,500,0,0,0,0,0,0,0,0,0,250,250,0,250,250,0,0,0,0,0,500,2926657.0,6.0,4701386287.0,1233907393.0,597198189.0,367437991.0,581380999.0,708816267.0,180487957.0,167204165.0,649281211.0,215672115.0,9363,4721,4642,926,2703,1919,1204,1002,1609,5694,285,5409,3947652,1968594,1979058,441011,1267450,728334,450087,410201,650570,927470,787240,463544,461161,749434,558802,546531,554779,552085,553406,563834,597092,579924,1158,591,567,1,171,251,275,287,173,91,62,162963113,LH,82,53,98,51
2017,2,R,2130097,408959260,1239,408959260,0,408959260,0,0,0,0,0,0,0,408959260,0,0,0,0,408959260,0,0,0,0,0,0,408959260,1239,0,1239,0,0,0,0,0,0,0,1239,0,0,0,0,1239,0,0,0,0,0,0,1239,2263624.0,5.0,649662651.0,192396520.0,76213153.0,47185372.0,95837270.0,94891891.0,23960226.0,20552224.0,72832485.0,25793510.0,1715,850,865,190,236,242,283,305,459,839,0,839,517556,248905,268652,63531,74881,78221,79488,78563,142870,160449,106685,50626,48821,75735,75239,73209,72680,73757,73865,74422,74597,75025,293,202,91,0,30,87,76,58,42,4,35,89783333,HL,123,50,98,51
2017,2,A,2110856,55609756,556,55609756,0,27804878,0,27804878,0,0,0,0,0,0,55609756,0,0,0,27804878,27804878,0,0,27804878,0,0,27804878,556,0,278,0,278,0,0,0,0,0,0,556,0,0,0,278,278,0,0,278,0,0,278,2596866.0,6.0,2087017865.0,535347599.0,252085809.0,156542360.0,266372327.0,334781988.0,83489916.0,63902552.0,309082072.0,85413242.0,3995,1993,2002,489,653,786,587,618,862,2008,52,1956,861971,407513,454458,111120,148276,150059,126007,126210,200300,228180,174804,97025,98807,146487,116668,122538,121184,120968,120272,119679,127393,129935,595,275,320,2,83,98,152,123,137,49,47,137741092,HL,105,51,98,51
2017,2,A,2110155,110640580,122,110640580,0,0,0,0,110640580,0,0,0,0,0,110640580,0,0,0,0,110640580,0,0,0,0,0,110640580,122,0,0,0,0,122,0,0,0,0,0,122,0,0,0,0,122,0,0,0,0,0,122,2861778.0,6.0,1666125856.0,430909415.0,208081228.0,130453504.0,205770805.0,274295335.0,68724674.0,52948463.0,222766780.0,72175652.0,4053,1999,2054,531,764,648,673,650,787,1876,68,1808,732968,381050,351918,129633,231977,104635,78516,82252,105955,214295,161081,84480,78252,102286,92575,109018,109972,109683,108321,103590,96535,95847,1567,1289,278,0,105,261,477,568,156,65,63,179117951,LH,81,52,98,51
2017,2,A,2110187,822000000,822,822000000,0,0,822000000,0,0,0,0,0,0,0,822000000,0,0,0,822000000,0,0,0,0,0,822000000,0,822,0,0,822,0,0,0,0,0,0,0,822,0,0,0,822,0,0,0,0,0,822,0,2892154.0,6.0,1482455267.0,417349157.0,179825397.0,113432404.0,210078314.0,240375563.0,55221758.0,46748069.0,156010603.0,63414002.0,4098,2040,2058,369,889,849,613,577,801,2385,33,2352,1992634,994389,998244,214539,342168,309482,290386,304109,531950,458183,422326,277260,271494,330214,233157,292132,290403,297622,296458,290984,267834,257201,2566,1468,1098,5,370,675,598,520,398,32,56,126905070,LL,88,48,98,51
2017,2,A,2110203,116918239,82,116918239,0,0,116918239,0,0,0,0,0,0,0,0,0,116918239,0,116918239,0,0,0,0,0,0,116918239,82,0,0,82,0,0,0,0,0,0,0,0,0,82,0,82,0,0,0,0,0,0,82,2380101.0,5.0,1058623332.0,278686393.0,131214795.0,80884783.0,140040615.0,178538571.0,46142412.0,32008013.0,126716975.0,44390775.0,1797,902,895,206,211,271,263,308,538,940,0,940,955744,433427,522318,96161,143076,122710,114617,146906,332274,191098,197377,136852,139797,183668,106953,135124,133308,133412,132587,135414,143439,142460,338,221,117,1,22,98,87,75,55,17,51,96658047,HL,110,40,98,51
2017,2,A,2110247,398048802,505,398048802,0,0,398048802,0,0,0,0,0,0,0,0,398048802,0,0,226944741,171104061,0,0,0,171104061,226944741,0,505,0,0,505,0,0,0,0,0,0,0,0,505,0,0,252,253,0,0,0,252,253,0,2520663.0,6.0,3316001178.0,792094279.0,413578114.0,251347505.0,405858644.0,591496470.0,147652031.0,94610420.0,480419364.0,138944351.0,6573,3232,3341,808,1000,1269,994,1019,1483,3031,337,2694,1535648,671153,864495,215715,201745,252801,207346,218671,439368,444699,323282,161029,157960,240798,207880,218259,215833,213035,213895,216140,228095,230392,537,258,279,1,53,111,145,135,92,135,55,122678236,LH,90,56,98,51
2017,2,A,2110291,11415690006,18071,11415690006,0,4521532376,890514158,1188222327,3863995084,951426061,0,0,0,1077158921,2114474312,4047227242,4176829531,0,1843315391,3218779300,0,0,0,1830311808,1048943802,2182839081,18071,0,4864,1752,3085,5677,2693,0,0,0,3837,5967,5907,2360,0,6966,9021,0,0,0,5575,2462,7950,2497342.0,6.0,1938535117.0,530485993.0,236356029.0,151106474.0,251151169.0,309939364.0,68794085.0,63731644.0,241559617.0,85410742.0,6806,3311,3495,849,1212,1108,1034,1063,1540,3294,11,3283,2485733,1152894,1332840,419283,517459,333303,350253,333960,531475,693544,521861,283320,280038,383615,323353,364418,364252,364617,361292,348518,337281,345355,1022,551,471,1,223,178,248,255,117,46,55,102386510,LH,90,51,98,51
2017,2,A,2110369,318352942,1136,295613446,22739496,0,68218488,28424370,11369748,187600840,0,22739496,0,68218488,22739496,204655462,22739496,0,244449580,62533614,0,0,5684874,0,34109244,267189076,1033,103,0,310,207,103,413,0,103,0,310,207,516,103,0,723,310,0,0,103,0,207,723,2385360.0,5.0,2083795352.0,585830780.0,248083611.0,147184312.0,292931188.0,330374403.0,73868514.0,63414340.0,254756245.0,87351959.0,4574,2231,2343,470,742,673,658,803,1228,2291,237,2054,1719558,782603,936955,151718,331012,245607,247281,272715,471226,464410,350791,197181,198645,278867,229665,243345,239698,240901,240121,241991,251298,262203,711,325,386,2,97,129,148,173,162,64,51,110064059,LL,93,44,98,51
2017,2,A,2110410,2888521,58,2888521,0,0,2888521,0,0,0,0,0,0,0,2888521,0,0,0,2888521,0,0,0,0,0,0,2888521,58,0,0,58,0,0,0,0,0,0,0,58,0,0,0,58,0,0,0,0,0,0,58,2485293.0,6.0,1149162802.0,321108936.0,135500921.0,81125392.0,161425665.0,182908495.0,40493009.0,34963659.0,144979109.0,46657616.0,2524,1318,1206,237,389,421,449,405,623,1428,98,1330,477215,228072,249143,72225,55908,58181,70499,79289,141113,96248,94558,66791,69357,92155,58105,69569,68481,68786,67409,68711,67326,66931,1367,873,494,10,153,178,268,396,362,29,49,88327545,LL,82,44,98,51
2017,2,A,2110486,899138322,1022,899138322,0,0,449569161,0,0,449569161,0,0,0,0,449569161,449569161,0,0,899138322,0,0,0,449569161,449569161,0,0,1022,0,0,511,0,0,511,0,0,0,0,511,511,0,0,1022,0,0,0,511,511,0,0,2933388.0,6.0,1151828262.0,288351557.0,140353447.0,83906415.0,143870341.0,202456761.0,44029003.0,33933326.0,165890386.0,49037026.0,2349,1158,1191,387,302,371,420,357,512,1001,60,941,744310,353748,390561,123507,86294,112207,121812,112921,187567,146635,143894,99719,104940,150409,98713,108856,108834,109154,109436,108594,102209,97227,657,331,326,1,60,122,197,173,104,57,57,124441414,LL,97,49,98,51
2017,2,A,2110507,42125,42,42125,0,0,0,42125,0,0,0,0,0,42125,0,0,0,0,42125,0,0,42125,0,0,0,0,42,0,0,0,42,0,0,0,0,0,42,0,0,0,0,42,0,0,42,0,0,0,0,2506154.0,6.0,2762534693.0,754685175.0,337472869.0,211818235.0,369108607.0,448301759.0,107883412.0,88003093.0,328399490.0,116862053.0,6745,3300,3445,847,1147,987,1057,1082,1625,3382,58,3324,1923259,924476,998783,349508,478977,215923,246488,226350,406014,489855,384614,241388,230822,325135,251446,281265,286300,281086,285754,270035,259886,258933,428,191,237,3,71,95,95,102,62,142,48,112971110,LL,87,46,98,51
2017,2,A,2110527,382566173,2869,191283087,191283086,0,0,0,191283087,0,191283086,0,0,0,143462315,191283086,47820772,0,0,382566173,0,0,0,0,47820772,334745401,1912,957,0,0,0,1912,0,957,0,0,0,956,956,957,0,0,2869,0,0,0,0,956,1913,2534386.0,6.0,2059065746.0,553344891.0,252323569.0,155028638.0,281104512.0,343240199.0,81746028.0,62248551.0,242574396.0,87454962.0,2416,1166,1250,275,328,313,390,393,717,1175,0,1175,463281,204669,258610,60040,64901,62059,72007,71399,132874,120653,95425,51248,53882,79247,62827,65506,65350,65169,65570,65409,67162,69114,129,60,69,0,21,36,30,21,21,49,56,132165051,HH,103,55,98,51
2017,2,A,2110545,92275608,375,92275608,0,6251311,0,86024297,0,0,0,0,0,0,53223666,6251311,32800631,0,32800631,59474977,0,0,0,0,32800631,59474977,375,0,125,0,250,0,0,0,0,0,0,125,125,125,0,125,250,0,0,0,0,125,250,3350260.0,7.0,1183728904.0,301924817.0,141392363.0,81792586.0,146292316.0,197714863.0,42022012.0,35453057.0,187614965.0,49521925.0,3194,1346,1848,363,735,865,529,310,392,1869,170,1699,399457,193919,205537,47474,59763,72510,71578,57770,90361,102678,87377,49440,48542,61984,49434,58518,57416,57584,57538,57801,55390,55207,2779,907,1872,6,104,211,392,1048,1018,20,49,117536200,LH,93,56,98,51
2017,2,A,2110555,414000000,2688,414000000,0,0,369642857,0,44357143,0,0,0,0,0,0,0,414000000,0,44357143,369642857,0,369642857,0,44357143,0,0,2688,0,0,1344,0,1344,0,0,0,0,0,0,0,2688,0,1344,1344,0,1344,0,1344,0,0,3296136.0,7.0,174371792.0,45917057.0,21419433.0,13102046.0,21229972.0,28782351.0,6115333.0,5716385.0,24298179.0,7791036.0,379,178,201,34,68,79,68,60,70,182,0,182,188304,84179,104125,18988,41986,43307,29506,21411,33106,32677,33029,27430,30765,41600,22802,26869,26563,26834,27237,28012,27392,25398,750,385,365,3,118,183,151,150,145,12,56,165197863,LL,85,48,98,51
2017,2,A,2110625,356185801,560,356185801,0,311883179,0,0,44302622,0,0,0,0,0,0,137203994,218981807,0,356185801,0,0,0,0,0,44302622,311883179,560,0,265,0,0,295,0,0,0,0,0,0,427,133,0,560,0,0,0,0,0,295,265,5081257.0,9.0,1078042784.0,293841699.0,127232281.0,70687722.0,140779698.0,165039602.0,35328902.0,31352177.0,168612955.0,45167748.0,3522,1730,1792,777,499,311,740,653,542,1279,37,1242,756141,346925,409214,171696,86706,88860,147304,118788,142787,175864,152128,92694,101019,139146,95289,105317,104291,105067,105529,103793,113993,118149,470,211,259,0,50,103,148,107,62,25,57,195534793,LL,86,48,98,51
2017,2,A,2110732,308077314,616,308077314,0,0,0,0,0,308077314,0,0,0,0,0,308077314,0,0,308077314,0,0,0,0,308077314,0,0,616,0,0,0,0,0,616,0,0,0,0,0,616,0,0,616,0,0,0,0,616,0,0,2553673.0,6.0,3002877764.0,722042748.0,373581727.0,236774553.0,357962533.0,512265634.0,131690810.0,89055042.0,452217048.0,127287669.0,3297,1771,1526,259,693,726,444,577,598,2080,71,2009,558021,292571,265449,71182,107196,112035,75996,83953,107658,136380,115384,69905,69083,96291,70978,81429,81661,80938,79137,78307,79183,77364,941,576,365,1,122,212,285,210,111,35,64,139304728,HL,103,47,98,51
2017,2,A,2110733,35026917,66,35026917,0,0,0,0,7222045,27804872,0,0,0,0,27804872,7222045,0,0,35026917,0,0,0,7222045,27804872,0,0,66,0,0,0,0,33,33,0,0,0,0,33,33,0,0,66,0,0,0,33,33,0,0,2871224.0,6.0,145183960.0,40916709.0,16925583.0,10136278.0,20453249.0,23618835.0,4844153.0,4418488.0,17875658.0,5995007.0,350,169,181,36,54,92,34,46,88,187,0,187,93485,45460,48025,12026,12718,16867,14824,15686,21364,20922,16127,12267,13427,19484,11260,13111,13045,12834,12589,12870,14631,14405,613,403,210,4,106,128,148,164,63,5,53,141951389,LL,95,48,98,51
2017,2,A,2110737,11246670433,8010,11246670433,0,1016655137,0,3615595361,4898429296,1715990639,0,0,0,54221607,1170693794,7711175175,2310579857,0,1227996174,2002502543,0,0,0,616154628,2156541200,457802889,8010,0,616,0,3082,1232,3080,0,0,0,616,1232,4929,1233,0,3080,1232,0,0,0,616,1848,1848,2556911.0,6.0,1295194429.0,353719122.0,157477496.0,93474238.0,179502593.0,217372838.0,48250215.0,38679277.0,150889191.0,55829459.0,2923,1501,1422,352,453,465,449,544,660,1427,110,1317,800060,391367,408693,75601,116416,155468,126939,141198,184439,272466,167848,74603,70053,103636,111454,114857,113903,113394,113903,112105,115247,116650,582,341,241,3,68,107,127,157,120,29,54,134405314,HL,118,45,98,51
2017,2,A,2110811,178385827,634,178385827,0,28070866,27165354,19921260,9960630,93267717,0,0,0,57952756,110472441,0,9960630,0,111377953,57047244,0,0,19921260,0,93267717,55236220,634,0,180,91,90,91,182,0,0,0,271,272,0,91,0,362,181,0,0,90,0,182,272,2778108.0,6.0,686082724.0,188956146.0,83330046.0,50896565.0,90395346.0,111020872.0,23529297.0,21650878.0,85740861.0,30562713.0,1792,908,884,189,346,316,272,274,395,896,82,814,540190,260532,279658,83267,85192,84789,83565,76300,127075,172429,110870,56031,52263,75174,73422,77457,76574,77288,78016,78199,76135,76521,334,199,135,0,18,46,68,61,141,12,63,181425496,HH,114,54,98,51
2017,2,D,2120100,115582090,263,115582090,0,115582090,0,0,0,0,0,0,0,0,0,115582090,0,0,115582090,0,0,0,0,0,0,115582090,263,0,263,0,0,0,0,0,0,0,0,0,263,0,0,263,0,0,0,0,0,0,263,2947220.0,6.0,955569962.0,227815754.0,119475343.0,75951561.0,108988440.0,165784291.0,41467429.0,29266377.0,146179225.0,40641542.0,1525,714,811,187,268,353,226,202,289,763,17,746,1013365,444341,569024,121194,198667,224895,154079,111301,203230,233265,203376,127172,132404,185285,131862,146273,145972,146171,145344,147163,143493,138947,3657,1725,1932,13,986,860,649,587,562,39,47,163700831,LL,83,50,98,51
2017,2,D,2120101,2269473088,3598,2269473088,0,377033222,1440000000,452439866,0,0,0,0,0,0,452439866,1440000000,0,377033222,1817033222,452439866,0,0,377033222,0,452439866,1440000000,3598,0,1508,582,1508,0,0,0,0,0,0,1508,582,0,1508,2090,1508,0,0,1508,0,1508,582,5056498.0,9.0,2535611758.0,623372075.0,312214539.0,194712808.0,305406033.0,442609470.0,98884963.0,77029820.0,371644386.0,109737664.0,4843,2350,2493,942,934,908,662,612,785,2450,288,2162,2007857,935070,1072785,182353,504997,477632,308123,227557,307197,358980,376960,293290,302390,425127,251110,282921,278407,288787,287457,300570,291961,277756,8002,4242,3760,56,1592,2754,2248,981,371,71,54,226269303,LL,74,49,98,51
2017,2,D,2120108,37143200,39,37143200,0,37143200,0,0,0,0,0,0,0,0,0,37143200,0,0,37143200,0,0,0,37143200,0,0,0,39,0,39,0,0,0,0,0,0,0,0,0,39,0,0,39,0,0,0,39,0,0,0,2574170.0,6.0,1593443496.0,383895685.0,198813987.0,123540426.0,192959550.0,273158229.0,74710070.0,46254044.0,235150169.0,64961336.0,3512,1782,1730,377,540,650,576,607,762,1863,33,1830,955429,450077,505352,152339,121344,140799,153050,147960,239936,218794,186872,117356,126051,181391,124965,135634,135578,134601,134891,135381,139677,139669,1744,903,841,5,164,390,448,393,344,48,47,112902827,LL,97,50,98,51
2017,2,D,2120110,30441146,124,30441146,0,16849800,0,4212450,9378896,0,0,0,0,0,21272873,9168273,0,0,21768455,495582,0,0,0,0,8672691,13591346,124,0,49,0,50,25,0,0,0,0,0,74,50,0,0,75,25,0,0,0,0,25,75,2750401.0,6.0,724415426.0,175764850.0,88207056.0,54936014.0,87816700.0,122745326.0,30476984.0,21042352.0,113918296.0,29507848.0,2189,1156,1033,270,356,409,341,399,414,1117,55,1062,1205396,569572,635823,227818,167576,193899,197401,172374,246329,236677,228840,165407,179982,239859,154630,172949,173861,173182,171597,173351,175803,164652,1863,725,1138,5,349,426,454,368,261,35,61,134597602,LL,92,45,98,51
2017,2,D,2120198,3376665,56,3376665,0,0,0,3376665,0,0,0,0,0,0,0,3376665,0,0,3376665,0,0,0,3376665,0,0,0,56,0,0,0,56,0,0,0,0,0,0,0,56,0,0,56,0,0,0,56,0,0,0,3523878.0,7.0,3585628905.0,843660532.0,458837081.0,299191121.0,396318146.0,621957413.0,143501774.0,120933821.0,536022843.0,165206174.0,7421,3768,3653,562,1358,2078,1338,915,1170,4916,103,4813,2150215,1122870,1027343,124133,526804,576055,354757,226379,342088,472759,449182,321545,315018,358886,232825,332719,326758,330949,335379,325782,251951,246677,15454,8362,7092,47,3587,4934,3762,2002,1122,125,49,196222622,LL,92,44,98,51
2017,2,D,2120211,223542860,385,223542860,0,0,96354681,127188179,0,0,0,0,0,0,0,127188179,96354681,0,96354681,0,0,0,0,0,0,96354681,385,0,0,192,193,0,0,0,0,0,0,0,192,193,0,193,0,0,0,0,0,0,193,4581350.0,8.0,1067288396.0,223786993.0,132830728.0,80399575.0,111246959.0,177357984.0,50304604.0,28733867.0,221151667.0,41476019.0,1619,794,825,307,269,213,377,247,206,704,66,638,629275,293986,335289,126868,98464,110730,119002,74743,99466,107745,119130,96362,104148,133284,68607,92215,90124,92092,91593,91341,90899,81009,2202,1016,1186,10,489,764,457,298,184,23,54,249958007,LL,77,45,98,51
2017,2,D,2120213,5896680911,5989,5896680911,0,0,3882162497,2014518414,0,0,0,0,0,0,1605093126,1036656751,3254931034,0,1605093126,409425288,0,0,102356322,0,0,1912162092,5989,0,0,2482,3507,0,0,0,0,0,0,1459,2482,2048,0,1459,2047,0,0,1023,0,0,2482,3646347.0,7.0,2931442603.0,674190083.0,367576508.0,230100996.0,327517873.0,518258526.0,120722838.0,89429517.0,475072627.0,128573635.0,4328,2041,2287,496,730,1030,744,589,739,2349,75,2274,1408655,717658,690996,88745,285822,380283,271830,152618,229357,264544,277778,232424,233418,256689,143801,209837,210200,223322,224916,219991,168074,152317,9334,5142,4192,45,1930,3775,2143,965,476,84,55,232846805,LL,89,48,98,51
2017,2,D,2120221,17572156,6,17572156,0,0,0,17572156,0,0,0,0,0,0,0,17572156,0,0,0,17572156,0,0,0,0,17572156,0,6,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,6,0,4020147.0,8.0,345912625.0,78388981.0,42707108.0,26353661.0,38939758.0,63507476.0,13419684.0,10242781.0,57393126.0,14960050.0,643,335,308,63,72,141,135,101,131,405,0,405,547454,286834,260621,46060,100776,135105,105229,67513,92768,62639,117008,104256,105380,110759,47413,84513,82505,89698,89581,87890,60607,52661,23087,15008,8079,55,4911,6078,4262,3850,3931,7,59,355341039,HL,100,51,98,51
2017,2,D,2120222,35553913,23,35553913,0,0,1693043,12697827,21163043,0,0,0,0,0,12697827,22856086,0,0,33860869,0,0,0,0,21163043,0,12697826,23,0,0,7,8,8,0,0,0,0,0,7,16,0,0,16,0,0,0,0,8,0,8,3731940.0,7.0,386083915.0,84936180.0,47239936.0,26834558.0,40951857.0,66695163.0,13968360.0,10510696.0,78237005.0,16710160.0,430,231,199,46,87,60,63,85,89,222,32,190,1204860,634825,570035,89067,266609,328383,223518,135876,161410,81407,267832,259620,261985,251855,82160,197262,189060,198626,206886,203048,116707,93272,50092,28603,21489,251,11819,15905,11911,6470,3736,8,62,274456599,LH,87,54,98,51
2017,2,D,2120223,41643357,139,41643357,0,0,0,41643357,0,0,0,0,0,0,0,41643357,0,0,0,41643357,0,0,0,0,0,41643357,139,0,0,0,139,0,0,0,0,0,0,0,139,0,0,0,139,0,0,0,0,0,139,6565702.0,9.0,286774943.0,68291088.0,35716685.0,19956005.0,34090523.0,49912043.0,11071165.0,7975147.0,47019874.0,12742413.0,324,175,149,75,59,33,55,62,40,108,0,108,290286,159566,130719,39221,51952,65988,54845,35553,42727,33376,62670,55830,56671,57452,24289,46839,44866,47431,47532,45833,29201,28584,7720,4517,3203,8,1529,2939,1913,784,547,9,88,501211341,HL,104,47,98,51
2017,2,D,2120225,26099916,52,26099916,0,20914502,0,5185414,0,0,0,0,0,0,10457251,5185414,10457251,0,26099916,0,0,0,20914502,5185414,0,0,52,0,34,0,18,0,0,0,0,0,0,17,18,17,0,52,0,0,0,34,18,0,0,3233943.0,7.0,1994887737.0,449450528.0,250500542.0,157741830.0,223903062.0,371236092.0,78827850.0,60152138.0,314002649.0,89073046.0,3218,1547,1671,321,543,764,549,463,578,1852,166,1686,3029933,1451062,1578873,397787,594395,605492,483073,360100,589087,629846,517997,372564,407617,650667,451241,407587,417930,417801,423537,441182,478141,443756,9967,5590,4377,30,2045,2384,2453,1789,1266,63,47,184631920,LL,82,46,98,51
2017,2,D,2120226,210491629,540,210491629,0,0,39579623,44976844,125935162,0,0,0,0,163715711,0,7196295,39579623,0,120897756,89593873,0,0,0,0,113701461,96790168,540,0,0,90,90,360,0,0,0,0,360,0,90,90,0,360,180,0,0,0,0,270,270,3060159.0,7.0,1235535866.0,308566200.0,150011387.0,90771996.0,147507460.0,213225994.0,43604918.0,37624800.0,190076180.0,54146931.0,2142,1008,1134,275,335,472,343,313,404,1088,8,1080,634566,295860,338707,74841,104066,142165,93019,85643,134833,155864,128466,78116,78312,112939,80870,89231,89144,88011,88549,88416,94478,96735,3447,2398,1049,19,399,634,723,540,1132,57,49,177232933,HL,101,46,98,51
2017,2,D,2120233,224782032,170,224782032,0,0,0,84823408,139958624,0,0,0,0,84823408,0,139958624,0,0,84823408,0,0,0,84823408,0,0,0,170,0,0,0,85,85,0,0,0,0,85,0,85,0,0,85,0,0,0,85,0,0,0,3434968.0,7.0,778468628.0,197090626.0,96731331.0,59961626.0,90831893.0,133990922.0,27188236.0,24569447.0,112177886.0,35926661.0,973,482,491,55,194,317,163,121,123,743,153,590,765386,397331,368056,78612,142164,172894,120533,103335,147849,155979,155293,114268,113053,141592,85201,109737,110986,111701,112388,113500,104798,102278,8978,4811,4167,43,1133,2080,2151,2164,1407,14,49,186740207,HL,111,49,98,51
