년도,분기,상권유형,상권,추정매출_금액,추정매출_건수,추정매출_금액_주중주말_주중,추정매출_금액_주중주말_주말,추정매출_금액_요일별_월,추정매출_금액_요일별_화,추정매출_금액_요일별_수,추정매출_금액_요일별_목,추정매출_금액_요일별_금,추정매출_금액_요일별_토,추정매출_금액_요일별_일,추정매출_금액_시간대별_00-06,추정매출_금액_시간대별_06-11,추정매출_금액_시간대별_11-14,추정매출_금액_시간대별_14-17,추정매출_금액_시간대별_17-21,추정매출_금액_시간대별_21-24,추정매출_금액_성별_남성,추정매출_금액_성별_여성,추정매출_금액_연령대별_10대,추정매출_금액_연령대별_20대,추정매출_금액_연령대별_30대,추정매출_금액_연령대별_40대,추정매출_금액_연령대별_50대,추정매출_금액_연령대별_60이상,추정매출_건수_주중주말_주중,추정매출_건수_주중주말_주말,추정매출_건수_요일별_월,추정매출_건수_요일별_화,추정매출_건수_요일별_수,추정매출_건수_요일별_목,추정매출_건수_요일별_금,추정매출_건수_요일별_토,추정매출_건수_요일별_일,추정매출_건수_시간대별_00-06,추정매출_건수_시간대별_06-11,추정매출_건수_시간대별_11-14,추정매출_건수_시간대별_14-17,추정매출_건수_시간대별_17-21,추정매출_건수_시간대별_21-24,추정매출_건수_성별_남성,추정매출_건수_성별_여성,추정매출_건수_연령대별_10대,추정매출_건수_연령대별_20대,추정매출_건수_연령대별_30대,추정매출_건수_연령대별_40대,추정매출_건수_연령대별_50대,추정매출_건수_연령대별_60이상,소득_금액_월평균,소득_구간,지출_금액,지출_금액_식료품,지출_금액_의류,지출_금액_생활용품,지출_금액_의료,지출_금액_교통,지출_금액_여가,지출_금액_문화,지출_금액_교육,지출_금액_유흥,상주인구,상주인구_성별_남성,상주인구_성별_여성,상주인구_연령대별_10대,상주인구_연령대별_20대,상주인구_연령대별_30대,상주인구_연령대별_40대,상주인구_연령대별_50대,상주인구_연령대별_60이상,상주인구_가구,상주인구_가구_아파트,상주인구_가구_비아파트,생활인구,생활인구_성별_남성,생활인구_성별_여성,생활인구_연령대별_10대,생활인구_연령대별_20대,생활인구_연령대별_30대,생활인구_연령대별_40대,생활인구_연령대별_50대,생활인구_연령대별_60이상,생활인구_시간대별_00-06,생활인구_시간대별_06-11,생활인구_시간대별_11-14,생활인구_시간대별_14-17,생활인구_시간대별_17-21,생활인구_시간대별_21-24,생활인구_요일별_월,생활인구_요일별_화,생활인구_요일별_수,생활인구_요일별_목,생활인구_요일별_금,생활인구_요일별_토,생활인구_요일별_일,직장인구,직장인구_성별_남성,직장인구_성별_여성,직장인구_연령대별_10대,직장인구_연령대별_20대,직장인구_연령대별_30대,직장인구_연령대별_40대,직장인구_연령대별_50대,직장인구_연령대별_60이상,아파트_단지수,아파트_면적_평균,아파트_시가_평균,상권변화지표,상권변화지표_영업개월평균_운영_상권,상권변화지표_영업개월평균_폐업_상권,상권변화지표_영업개월평균_운영_서울,상권변화지표_영업개월평균_폐업_서울
2018,3,D,2120189,9771542396,15226,9751980577,19561819,2282780571,3072890539,-2366444925,2268470202,4494284190,8764605,10797214,0,456571533,6513898970,2200926090,600145803,0,3354651235,5767766153,0,46550968,311574758,1198160869,6932831046,633299749,15216,10,6803,1411,2071,2217,2714,5,5,0,1968,2425,7610,3223,0,5939,5817,0,46,1242,1808,6140,2526,4773839.0,8.0,4492606522.0,994784013.0,571222982.0,399480668.0,476671936.0,785377298.0,224915399.0,138263730.0,714325793.0,187564703.0,5542,2600,2942,510,1142,1518,888,703,781,3425,440,2985,7850679,3906347,3944334,878325,2674978,1744943,1170362,673091,708981,913164,1391192,1413285,1491208,1830127,811705,1149000,1208826,1204493,1261481,1297109,998487,731282,87524,42299,45225,588,20464,27897,21068,11547,5960,37,73,305564981,LL,88,48,104,52
2018,1,D,2120173,223068634120,240375,213494266611,9574367509,58822177690,34770169843,60059542142,29608507022,30233869914,3977056598,5597310911,0,11266739354,92636605656,57888406208,54881982621,6394900281,96636410968,95799938200,0,20532365259,46030959487,54799961271,39148926761,31924136397,233197,7178,55215,47026,46696,44669,39591,5378,1800,0,18658,74616,79486,64128,3487,78556,88818,0,14244,41546,40055,38671,32863,5402962.0,9.0,4003432001.0,868787461.0,510635617.0,325083191.0,437661474.0,704302523.0,201065402.0,114691710.0,675457275.0,165747348.0,4935,2336,2599,719,809,948,891,696,872,2472,321,2151,4843982,2539203,2304780,507394,827501,923974,882241,674097,1028775,646421,934106,872437,881021,1022121,487876,747231,777631,774460,729812,738957,562037,513855,24590,13146,11444,140,4856,7510,6086,3640,2358,44,75,285988027,HH,107,55,102,52
2018,4,D,2120189,8038710827,9338,8024448696,14262131,198744074,1327673503,437097520,1910619965,4150313634,1447183,12814948,0,441980035,533738951,5618218491,1444773350,0,7391559491,497530189,0,12252611,227751245,2073811965,5241280124,333993737,9326,12,1723,1905,1174,2227,2297,6,6,0,1045,1961,2960,3372,0,6070,2694,0,27,1819,2802,3052,1067,4798135.0,8.0,4492606522.0,994784013.0,571222982.0,399480668.0,476671936.0,785377298.0,224915399.0,138263730.0,714325793.0,187564703.0,5780,2716,3064,635,1253,1507,902,703,780,3673,454,3219,7463032,3726671,3736361,649568,2461870,1789364,1178752,672563,710914,905000,1302530,1323477,1402336,1737911,791780,1108183,1105917,1135867,1176657,1222046,986346,728018,89886,43197,46689,749,22038,28163,21146,11787,6003,37,73,305564981,LL,90,48,106,53
2018,1,D,2120235,1151630608,3374,1143758592,7872016,216074512,226474096,78941938,392060777,230207269,7872016,0,0,24274059,390402498,672264750,64689301,0,489765968,444138728,0,159322298,147135155,205898729,378922034,42626476,3358,16,599,573,238,1385,563,16,0,0,53,638,2328,355,0,1080,1700,0,352,1221,606,569,32,3081157.0,7.0,280509308.0,67777265.0,33775570.0,19889809.0,33236138.0,49259991.0,9871238.0,8164740.0,46524078.0,12010479.0,1362,637,725,131,312,442,216,136,125,892,36,856,443363,228171,215194,43257,80203,102905,78851,65262,72887,76037,92518,72277,72555,84675,45303,67505,68252,68027,65515,65823,55465,52777,28103,18343,9760,140,5460,8982,6982,4109,2430,11,60,213293831,LL,33,31,102,52
2018,4,D,2120173,216489875497,203677,203044351561,13445523936,57078943570,55719795609,28570629524,38415689951,23259292907,7720419286,5725104650,0,13583622725,76068788638,83930692044,41601594587,1305177503,101077859138,79535144697,0,5801906533,24929513143,53995590149,62639814186,33246179833,194346,9331,56374,35207,36564,34395,31806,5110,4221,0,14303,53816,78653,53628,3277,84064,86634,0,11396,50945,32995,45486,29892,5277367.0,9.0,4003432001.0,868787461.0,510635617.0,325083191.0,437661474.0,704302523.0,201065402.0,114691710.0,675457275.0,165747348.0,4767,2330,2437,683,855,949,821,682,777,2593,318,2275,4621044,2409415,2211628,499263,762925,865270,845033,668127,980425,654069,886552,816831,821466,969895,472231,702291,694357,715810,733561,733201,553874,487950,24458,12749,11709,72,4612,7265,6164,3832,2513,44,75,285988027,HH,112,55,106,53
2017,2,D,2120173,165715564919,164674,163418964614,2296600305,33708576429,28231478402,42766062854,46235675393,12477171536,2019587351,277012954,40940961,21903927348,41038463723,41987703769,45304323367,15440205751,90692874146,45624892342,315574,4266373333,45498742425,21075593395,24966114526,40510627233,162137,2537,44423,29325,28557,37480,22352,827,1710,16,16780,40180,72146,32125,3427,69417,43333,11,7939,29595,28911,29295,16992,5328447.0,9.0,2550889905.0,619490379.0,320013605.0,202053133.0,305139072.0,426238584.0,113764447.0,78864057.0,377497844.0,107828784.0,4959,2343,2616,676,853,971,866,717,876,2518,323,2195,4834553,2549798,2284755,561618,842438,899443,859683,639360,1032011,696591,960980,855423,849662,986421,485477,748481,734025,764698,761250,750161,569782,506156,23947,12810,11137,107,4492,7399,5955,3639,2355,57,75,302941032,HH,102,54,98,51
2017,3,D,2120173,115258065551,165983,112021825825,3236239726,22102784985,31351117040,14973196423,22654039467,20940687910,1136979300,2099260426,325616440,8257488650,52206888577,41303291975,12979085193,185694716,49923193409,40659486551,0,10467290849,17351512774,16639282120,17894550991,28230043219,161820,4163,35026,28439,30278,30707,37370,861,3302,1628,21042,58497,58137,26487,192,59052,44337,0,15646,21077,23309,22118,21245,5328447.0,9.0,4003432001.0,868787461.0,510635617.0,325083191.0,437661474.0,704302523.0,201065402.0,114691710.0,675457275.0,165747348.0,4959,2343,2616,676,853,971,866,717,876,2518,323,2195,5049585,2659833,2389751,594228,905197,927285,905644,661764,1055468,694554,1000671,905796,906510,1042813,499243,779392,781116,795446,796483,793566,580077,523507,23947,12810,11137,107,4492,7399,5955,3639,2355,57,75,302941032,HH,103,54,99,51
2018,3,D,2120173,316404668532,264477,305272465837,11132202695,74632568472,60187199573,54258665776,44362157472,71831874544,10830934251,301268444,0,23849885836,88664614237,115426257956,67092504951,21371405552,186419481670,109678066940,3891692,18783999958,104960348497,93326177095,59543263616,19479867764,259194,5283,56203,48598,45933,48585,59875,5086,197,0,11847,68004,108618,69475,6533,133729,100124,18,25758,89536,58611,42485,17450,5251251.0,9.0,4003432001.0,868787461.0,510635617.0,325083191.0,437661474.0,704302523.0,201065402.0,114691710.0,675457275.0,165747348.0,4038,1938,2100,444,699,902,679,576,738,2286,323,1963,4716964,2471067,2245896,609210,799720,856888,845105,649679,956362,641211,918601,842996,849368,986475,478314,710508,728448,719758,754326,751193,558586,494144,25044,13235,11809,94,4555,7709,6258,3882,2546,44,75,285988027,HH,110,55,104,52
2017,3,D,2120125,2673989287,4683,2673989287,0,530084712,855394800,544122634,422597786,321789355,0,0,0,965155919,653324016,1028647943,26861409,0,1580137006,297512171,0,0,150254984,86236996,844962103,796195092,4683,0,790,1460,1521,219,693,0,0,0,1235,2408,999,41,0,2261,922,0,0,174,256,1533,1220,3752410.0,8.0,1342257480.0,305857888.0,170021321.0,110012287.0,150811064.0,233014025.0,68325298.0,38694408.0,210681824.0,54839365.0,2263,1153,1110,300,380,570,386,306,321,1120,0,1120,622678,317544,305135,63106,101709,118533,108981,98816,131533,89426,134570,99402,103449,130945,64887,90533,90787,92684,92055,93465,85630,77525,21872,12701,9171,63,2987,6925,5885,4067,1945,5,84,215325712,HH,110,54,99,51
2017,3,D,2120149,5235625375,16940,5098027824,137597551,2860933472,170144287,1379353467,221544929,466051669,137597551,0,0,34414483,679791855,1537892432,2978962289,4564316,4571732845,446224375,0,60366725,831604507,1465400009,1067798788,1592787193,16023,917,3646,1619,4472,2120,4166,917,0,0,192,5170,4707,6850,21,11554,4458,0,969,7385,4265,1299,2094,6487543.0,9.0,1447281665.0,358764377.0,178461279.0,109536266.0,190120343.0,260563864.0,56608192.0,41976429.0,187640526.0,63610389.0,2811,1355,1456,450,365,396,450,505,645,1049,985,64,1596869,913034,683835,87595,278019,457270,350807,190746,232433,150927,354974,322623,319251,325180,123913,266101,265445,272800,274961,265857,138775,112929,112019,68081,43938,421,17488,38705,34367,15340,5698,3,146,726827975,HL,106,49,99,51
2017,3,D,2120169,66014832902,48759,65303378223,711454679,6750032128,7672491309,8333347582,19295326022,23252181182,711454679,0,0,1004145884,18051117031,37680319585,9087677513,191572889,49402299542,11108902139,0,267343009,13253271935,24466638662,1786089987,20737858086,47097,1662,7959,8836,8421,9981,11900,1662,0,0,2257,12339,23945,8586,1632,22325,16528,0,1941,12256,8299,5701,10656,5183568.0,9.0,1495893906.0,330496989.0,190519815.0,116522982.0,169967265.0,274756869.0,70141656.0,42007535.0,237129202.0,64351593.0,1809,864,945,217,325,282,259,350,376,760,240,520,1634137,896859,737277,161226,297797,338551,313526,233966,289069,174152,337190,331501,320711,331820,138761,261928,258500,264496,261470,251811,166653,169276,21753,10927,10826,85,5147,6331,5612,3085,1493,18,86,377539382,LH,93,53,99,51
2018,3,D,2120143,5758639775,5714,5758639775,0,1437697106,522630665,312595368,1712698176,1773018460,0,0,0,1985073642,1649509701,2124056432,0,0,3586499409,1649509701,0,0,0,92011022,4076676,5139921412,5714,0,1028,1029,1232,1232,1193,0,0,0,2221,1232,2261,0,0,3454,1232,0,0,0,369,204,4113,3644221.0,7.0,1735374771.0,468451402.0,222654098.0,164190151.0,191722665.0,270756492.0,65608758.0,67985931.0,201337602.0,82667672.0,3194,1385,1809,86,1189,1163,293,195,268,2576,0,2576,1323073,627104,695969,134446,284878,242603,189033,180972,291141,159877,277699,210793,220510,308435,145759,188932,193137,193457,201094,206628,182076,157750,10089,6204,3885,43,1166,1663,2151,2469,2597,17,39,116262372,LL,98,51,104,52
2018,3,D,2120172,11654193680,12547,10225715148,1428478532,1602985232,4968702790,1079711275,1257826438,1316489413,1428478532,0,0,4870766992,2408648666,2248319981,1556013596,570444445,8501841240,2594683367,0,722834573,1659194294,5861750361,1251699673,1601045707,10623,1924,959,5382,2175,811,1296,1924,0,0,1736,3073,3440,4190,108,4973,6500,0,380,4014,2478,2393,2208,3846071.0,8.0,2358944597.0,496813754.0,298332715.0,202181152.0,247821145.0,422369881.0,123654483.0,66883462.0,405731411.0,95156594.0,2466,1226,1240,209,421,637,479,333,387,1546,19,1527,1858184,967984,890200,157883,393946,399474,348008,253590,305284,342907,384189,305341,305575,332978,187194,277201,284415,285153,297997,294862,217109,201448,14630,8394,6236,50,3055,4121,3537,2323,1544,31,79,282101881,HH,109,53,104,52
2018,3,D,2120203,1928737208,3193,1928737208,0,1367968332,44248061,21320579,445504057,49696179,0,0,0,6126151,1403555276,491398245,27657536,0,1398683208,396629990,0,2846555,1358821067,32688506,389772970,11184102,3193,0,1267,248,174,1266,238,0,0,0,81,1351,1614,147,0,1351,1311,0,82,1219,147,1160,54,4110638.0,8.0,1470778245.0,329245525.0,182485973.0,118566705.0,160296958.0,257034886.0,65902964.0,43337142.0,253366640.0,60541452.0,1441,703,738,147,245,355,239,220,235,830,92,738,1935827,941337,994490,210464,362529,455073,351408,222710,333644,303867,379180,325879,335078,388337,203486,287418,296145,293844,308818,306249,233302,210053,12833,6554,6279,45,2301,3872,3243,2337,1035,19,54,216670170,LL,93,49,104,52
2017,3,D,2120197,14999384189,25311,14999384189,0,1930226124,3855060149,7168079362,-1471999026,3518017580,0,0,0,175402498,4888282443,5267356673,4668342575,0,2884625784,8802422945,0,45512781,954522257,756007306,4914889693,5016116692,25311,0,2142,4056,10568,-733,9278,0,0,0,333,7293,11478,6207,0,7880,11550,0,227,3100,1873,7407,6821,3651066.0,7.0,3212597751.0,761484722.0,412431727.0,282783645.0,348687928.0,558361252.0,141763838.0,107017811.0,456049389.0,144017439.0,4933,2659,2274,634,1050,1364,651,555,679,3118,76,3042,3955073,2158177,1796895,163862,973993,1163931,709601,404281,539403,520506,818543,760388,767426,749687,338522,645436,652796,673974,669181,649046,365943,298696,80560,50245,30315,315,16921,28216,20437,10770,3901,93,58,228591067,LL,85,44,99,51
2017,3,D,2120209,544862116,1700,544862116,0,213373181,369804,0,321018625,10100506,0,0,0,0,0,534761610,10100506,0,544862116,0,0,0,0,0,321018625,223843491,1700,0,115,11,0,1459,115,0,0,0,0,0,1585,115,0,1700,0,0,0,0,0,1459,241,5478486.0,9.0,675548286.0,150602881.0,86492080.0,53213938.0,74836963.0,119001956.0,33067560.0,19406488.0,110555007.0,28371413.0,1285,589,696,219,198,220,237,188,223,581,136,445,615660,275795,339866,87348,88391,115713,103855,77660,142692,94652,125336,106740,112169,120121,56643,91285,92575,94447,93777,93060,79648,70867,4699,1858,2841,41,1109,1436,1017,732,364,19,102,678300165,HH,101,57,99,51
2017,3,D,2120234,665423227,2922,665423227,0,115127930,383718115,48993289,0,117583893,0,0,0,0,39194632,566294401,59934194,0,508644703,19597316,0,69732852,19597315,0,323783921,115127930,2922,0,1047,1385,294,0,196,0,0,0,0,196,2486,240,0,2530,196,0,338,196,0,1145,1047,3907689.0,8.0,1665103832.0,390216327.0,206562616.0,128190190.0,195855624.0,292464031.0,70879876.0,47683885.0,262526207.0,70725076.0,2679,1409,1270,292,396,461,446,558,526,1362,19,1343,1493444,745701,747743,145010,204518,290093,264138,265083,324602,277844,307368,229201,226201,284399,168433,222337,224377,227227,227860,226422,193907,171312,10192,6083,4109,52,1910,2869,2503,1776,1082,16,62,202384134,LL,94,46,99,51
2018,3,D,2120131,2578975081,2819,2578975081,0,992205634,273169225,999542272,0,314057950,0,0,0,19355532,1339648194,876482136,343489219,0,2128496269,248441455,0,0,690997322,1656783003,0,29157399,2819,0,791,613,463,0,952,0,0,0,71,791,595,1362,0,1623,600,0,0,240,1716,0,267,2779102.0,6.0,3296862435.0,721047041.0,444166006.0,305478249.0,351213113.0,611505811.0,203894424.0,99648584.0,419957812.0,139951395.0,1617,900,717,42,551,522,194,150,158,1410,86,1324,1097264,639014,458251,59297,236027,290445,227893,155630,127972,122015,244579,221708,225794,205049,78121,178567,181357,175484,188541,184082,100903,88329,130658,84208,46450,513,27055,42375,33097,17893,9725,5,54,113178571,LL,79,46,104,52
2017,3,D,2120189,7826974638,23990,7708238700,118735938,2026385673,1177880149,1772463763,122351597,2609157518,96543307,22192631,0,895981638,1614520442,5053798721,248843646,13830191,3608406848,2736495677,1876189,704469898,982654060,1479654119,1665709488,1510538774,21469,2521,3407,5097,5295,904,6766,1556,965,0,4549,4243,12501,2483,214,12161,9311,54,4312,2422,3362,3258,8063,4723726.0,8.0,4492606522.0,994784013.0,571222982.0,399480668.0,476671936.0,785377298.0,224915399.0,138263730.0,714325793.0,187564703.0,5631,2655,2976,541,1175,1551,914,699,751,3405,643,2762,8071510,4106279,3965231,796984,2822234,1822246,1188174,694558,747313,894388,1454127,1474022,1546840,1879585,822549,1221144,1242630,1281282,1284997,1321726,989283,730449,84848,41599,43249,693,20752,27733,20185,10392,5093,42,69,299169889,LL,83,47,99,51
2018,3,D,2120215,976854632,1804,976854632,0,101240585,26829354,1838193,9621603,837324897,0,0,0,1577168,863270264,111566650,440550,0,868072257,105140132,0,763252,17638997,763180503,113353002,78276635,1804,0,492,219,22,31,1040,0,0,0,18,1182,600,4,0,1209,551,0,9,201,897,300,354,4567174.0,8.0,3599412304.0,767152406.0,442531946.0,296057920.0,368179956.0,616030587.0,163733918.0,103838792.0,697327882.0,144558897.0,3019,1391,1628,323,500,817,576,406,397,1799,230,1569,3186798,1723147,1463651,259914,632993,871787,681210,368013,372883,462066,662233,599213,599906,587241,276139,495476,512048,500392,540099,527126,327982,283673,55196,33253,21943,198,10715,20941,14457,6387,2498,22,62,314828472,LL,87,47,104,52
2017,3,D,2120076,1005171270,2529,1005171270,0,11355470,939855392,7414326,21252051,25294031,0,0,0,891305619,64379962,38456611,11029078,0,39910467,941916258,0,856436408,23145201,54630972,9839622,37774522,2529,0,181,1895,119,160,174,0,0,0,1395,824,229,81,0,413,1910,0,1304,275,557,70,117,2651152.0,6.0,2559829007.0,614578077.0,322703695.0,211984652.0,304682003.0,443886769.0,122405736.0,77119802.0,355561527.0,106906746.0,5440,2725,2715,350,1104,1154,902,857,1073,3591,397,3194,3977447,1859186,2118261,325845,895132,606209,577093,596045,977125,712212,740084,532877,575450,862494,554328,557351,560478,566002,564339,585845,587552,555879,4133,1966,2167,19,741,805,968,853,747,40,50,124201500,LL,93,47,99,51
2018,3,D,2120079,9990447204,4709,9990447204,0,175901192,140735378,0,42587142,9631223492,0,0,0,224070700,58483768,9707892736,0,0,4594692819,86782364,0,0,0,0,4414639878,266835305,4709,0,1238,411,0,845,2215,0,0,0,1238,755,2716,0,0,2854,1132,0,0,0,0,1943,2043,2672608.0,6.0,903820639.0,185736427.0,117883316.0,75899061.0,93041197.0,161770172.0,52290841.0,24859150.0,156292131.0,36048344.0,626,367,259,24,108,129,119,142,104,506,0,506,618151,278418,339732,94563,84509,81512,95219,96330,166017,95171,119384,92575,101965,137466,71589,85947,86415,84314,87803,91536,94509,87625,1788,939,849,1,217,329,510,390,341,1,15,74600000,HL,105,50,104,52
2018,3,D,2120228,174046563,1154,174046563,0,0,7178939,27647053,34558817,104661754,0,0,0,27647053,41737756,0,104661754,0,139220571,7178939,0,104661754,0,7178939,34558817,0,1154,0,0,65,21,21,1047,0,0,0,21,86,0,1047,0,1068,65,0,1047,0,65,21,0,3308417.0,7.0,2633000879.0,624059404.0,327789026.0,201300221.0,305421559.0,469638288.0,106046329.0,79554830.0,405105945.0,114085277.0,4507,2117,2390,505,778,1032,671,630,891,2291,55,2236,1811740,815504,996236,239699,299772,369763,267993,254773,379741,413621,356905,233327,238992,336598,232299,253865,256451,258879,261069,262732,263290,255455,4298,2382,1916,10,609,1049,953,881,796,118,51,194658125,HL,105,47,104,52
2018,3,D,2120235,4531539539,9297,4523051767,8487772,1413789388,343144673,48420522,2192996417,524700767,5656621,2831151,0,132088834,2203532250,1793976289,401208164,734002,494385146,2278980257,0,57671594,230507504,186534179,272221523,2026430603,9226,71,1622,2450,869,1712,2573,51,20,0,281,2602,5166,1238,10,2347,1785,0,10,1455,395,1331,940,3052957.0,7.0,280509308.0,67777265.0,33775570.0,19889809.0,33236138.0,49259991.0,9871238.0,8164740.0,46524078.0,12010479.0,3185,1339,1846,152,1046,1228,409,198,152,2579,37,2542,411057,209989,201068,43543,74435,92156,71654,60985,68281,75662,85639,66627,66004,75192,41933,61634,61950,61887,63784,62990,50764,48047,34275,22355,11920,118,6398,10892,8651,5229,2987,11,60,213293831,LL,35,28,104,52
2017,2,D,2120235,2735597674,1014,2735597674,0,163532302,195895552,94814939,25102040,2256252841,0,0,0,2065276,2088516291,631416512,13599595,0,424251967,2198119457,0,0,282637140,146765566,1992000000,200968718,1014,0,112,133,113,86,570,0,0,0,38,560,367,49,0,283,533,0,0,246,86,399,85,2938401.0,6.0,320865009.0,72837753.0,39218554.0,23362405.0,37144932.0,59542030.0,11202267.0,9172783.0,54133680.0,14250605.0,1378,649,729,107,339,473,211,125,123,951,38,913,466447,238183,228264,60531,75066,96610,77792,70439,86008,105231,97904,65626,65210,79649,52826,69523,68257,69616,68726,68849,62258,59217,17870,11936,5934,38,3148,5943,4448,2704,1589,12,60,213293831,LL,33,38,98,51
2018,4,D,2120056,1998503549,10655,1998503549,0,324222699,424258923,133114846,275256635,841650446,0,0,0,115838590,736221117,916671397,229772445,0,284417689,475819022,0,8472128,165507678,184935484,95471112,305850307,10655,0,2651,2497,1397,1824,2286,0,0,0,898,3629,4955,1173,0,2075,2819,0,149,1031,1637,941,1134,3144340.0,7.0,1755743693.0,476180458.0,215804963.0,142902174.0,219128381.0,283714143.0,65030586.0,60105709.0,216106252.0,76771027.0,4107,1877,2230,257,1102,1087,562,490,609,2758,0,2758,1973859,963783,1010076,206294,391648,348691,307070,292596,427561,415652,376802,246662,267373,397525,269846,279194,279593,281313,282702,285670,293635,271750,3858,2160,1698,15,531,803,916,713,880,39,45,135221807,HL,106,51,106,53
2017,2,D,2120215,1209258142,1430,1209258142,0,491213,65466426,95018428,1010648242,37633833,0,0,0,22402933,113513635,1058312225,15029349,0,999667656,121132939,0,226883,10124931,1019584735,90015990,848059,1430,0,13,215,304,669,229,0,0,0,210,219,983,18,0,906,206,0,4,13,777,286,30,4639552.0,8.0,3385707942.0,708226693.0,420384162.0,272187635.0,336422290.0,592528653.0,152937063.0,98282230.0,665891641.0,138847575.0,3038,1411,1627,354,476,834,612,385,377,1778,189,1589,2795129,1525731,1269399,184285,583138,796703,560330,310349,360324,421815,559322,514681,515306,526930,257078,442192,438643,467310,467054,452238,285709,241983,55330,32463,22867,281,11105,20085,14282,6816,2761,27,62,315675139,LL,83,47,98,51
2017,2,D,2120197,8571880003,17368,8570590348,1289655,3643479782,2365571697,991770831,1459537203,110230835,1289655,0,0,2017756416,3728403194,2562799936,262920457,0,6666241909,502390717,0,3172815,191972541,165320100,1373426714,5434740457,17360,8,4890,3641,3614,4896,319,8,0,0,1884,6429,8533,522,0,11112,3197,0,155,403,296,1527,11927,3651066.0,7.0,2966448963.0,715613442.0,379656579.0,260433626.0,324143040.0,516349733.0,126856989.0,100168361.0,408830943.0,134396250.0,4933,2659,2274,634,1050,1364,651,555,679,3118,76,3042,3866321,2115525,1750796,127597,965782,1145378,679769,399833,547963,529408,797993,731218,734744,731542,341415,630264,624674,659591,662270,633240,363708,292573,80560,50245,30315,315,16921,28216,20437,10770,3901,93,58,228591067,LL,85,44,98,51
2017,2,D,2120189,38331920924,64331,37604925718,726995206,15547336123,3458752986,3623598459,1317592198,13657645952,446084119,280911087,0,15578811547,2075619470,19134452403,1464773635,78263869,20276398698,2894787933,0,456002231,1126030800,16549449710,1089623241,3950080650,57131,7200,11331,10902,24089,6676,4133,3444,3756,0,8364,21686,21541,12257,483,31849,16024,0,10616,7482,11097,6747,11933,4723726.0,8.0,4313780353.0,960057968.0,552048086.0,379407825.0,455843170.0,770090771.0,207095450.0,135374610.0,667788609.0,186073864.0,5631,2655,2976,541,1175,1551,914,699,751,3405,643,2762,7771013,3967761,3803250,695555,2663640,1828312,1143171,678656,761678,985613,1402962,1356291,1422347,1767884,835915,1165320,1175394,1227796,1229328,1253758,984729,734687,84848,41599,43249,693,20752,27733,20185,10392,5093,42,69,299169889,LL,83,47,98,51
2018,4,D,2120109,10900216317,18847,10900216317,0,6719061366,1472255898,621296372,1463178181,624424500,0,0,0,1811355450,6235802102,2285797742,563637993,3623030,5793082324,2853445781,765365,59123634,750999763,1527211844,1408006491,4900421009,18847,0,5038,4109,3346,3505,2849,0,0,0,2513,6603,5509,4213,9,6512,6799,18,368,2604,5185,3138,2002,2776653.0,6.0,1136347032.0,296073281.0,135262069.0,81200175.0,148140375.0,184503925.0,43755571.0,33581557.0,168494670.0,45335409.0,2206,1123,1083,375,272,318,349,360,532,1020,41,979,791276,376518,414758,165896,88605,110007,144625,119037,163106,165754,151300,107564,114385,154634,97638,112852,111498,113358,112546,113454,115349,112217,2149,1151,998,8,284,419,527,528,383,29,53,121084435,LL,104,47,106,53
2017,2,D,2120179,657326008,2283,638219419,19106589,52729107,62678060,58877824,396647621,67286807,19106589,0,0,53604666,125254376,411056421,67410545,0,394174578,96401428,0,0,203084042,31091632,62204976,194195357,2279,4,108,111,106,1841,113,4,0,0,174,188,1834,87,0,1742,64,0,0,1655,41,20,90,4847746.0,8.0,3875516093.0,885770363.0,483993287.0,305631902.0,435574622.0,698465101.0,164108487.0,116933337.0,619276352.0,165762642.0,5001,2287,2714,635,851,1172,813,674,856,2546,321,2225,2996567,1566785,1429781,231011,536187,689943,531516,392010,615901,430397,624154,508748,506845,615254,311169,463800,458824,475230,479141,471655,355772,292145,19280,11262,8018,137,3952,5590,4595,3008,1998,68,64,264068948,LL,96,49,98,51
2017,2,D,2120169,54570116733,61440,52578622308,1991494425,13184517652,10791679102,14475766108,9868616852,4258042594,200161926,1791332499,0,1247375325,19820238051,19574488985,12123643046,1804371326,21024868609,19274587020,0,66256521,2330627770,19139048879,12100566428,6662956026,59752,1688,12011,11590,10663,15580,9908,57,1631,0,2068,14516,30969,12246,1641,29231,20601,0,294,13030,20258,8367,7884,5183568.0,9.0,968155898.0,222874327.0,125315579.0,75412667.0,113737770.0,176893889.0,46312696.0,27798897.0,137411819.0,42398254.0,1809,864,945,217,325,282,259,350,376,760,240,520,1626709,896260,730449,145256,288523,343689,315380,237433,296428,192648,331723,320805,309458,326483,145592,258345,252005,265759,262628,254705,171717,161551,21753,10927,10826,85,5147,6331,5612,3085,1493,18,86,377539382,LH,94,53,98,51
