자치구,행정동,상권코드,상권명,상권분류,면적(㎡)
강서구,발산 1 동,3110645.0,우장산역 4 번,골목상권,180103.0
강서구,화곡 3 동,3110646.0,푸른들청소년도서관,골목상권,203547.0
강서구,화곡 1 동,3110647.0,화곡역 5 번,골목상권,210252.0
강서구,가양 1 동,3110648.0,양천향교역 7 번,골목상권,283983.0
강서구,우장산동,3110649.0,우장산역 1 번,골목상권,70187.0
강서구,우장산동,3110650.0,우장산힐스테이트,골목상권,18832.0
강서구,화곡 1 동,3110651.0,화원중학교,골목상권,142874.0
강서구,가양 1 동,3110652.0,양천향교역 2 번,골목상권,98467.0
강서구,우장산동,3110653.0,화곡역 2 번,골목상권,122821.0
강서구,화곡 1 동,3110654.0,까치산역 4 번,골목상권,276225.0
강서구,우장산동,3110655.0,발산역 5 번,골목상권,121172.0
강서구,화곡 1 동,3110656.0,까치산역 3 번,골목상권,201889.0
강서구,등촌 3 동,3110657.0,양천향교역 5 번,골목상권,124877.0
강서구,화곡본동,3110658.0,화곡초등학교,골목상권,65816.0
강서구,화곡본동,3110659.0,화곡역 4 번,골목상권,372788.0
강서구,등촌 3 동,3110660.0,등촌 3 동주민센터,골목상권,151533.0
강서구,화곡 6 동,3110661.0,강서새말어린이공원,골목상권,38920.0
강서구,화곡 8 동,3110662.0,까치산역 1 번,골목상권,230187.0
강서구,화곡 6 동,3110663.0,우장산롯데캐슬아파트앞,골목상권,38550.0
강서구,화곡 6 동,3110664.0,강서구청옆,골목상권,22736.0
강서구,화곡 2 동,3110665.0,곰달래도서관,골목상권,205223.0
강서구,화곡 6 동,3110666.0,KC 대학교,골목상권,48432.0
강서구,등촌 3 동,3110667.0,가양역 10 번,골목상권,29342.0
강서구,화곡 2 동,3110668.0,화곡 2 동주민센터,골목상권,178678.0
강서구,화곡 6 동,3110669.0,화곡보람 2 차아파트,골목상권,15189.0
강서구,화곡 4 동,3110670.0,신곡초등학교,골목상권,146128.0
강서구,등촌 1 동,3110671.0,등촌 1 동주민센터,골목상권,231350.0
강서구,등촌 2 동,3110672.0,백석중학교,골목상권,69786.0
강서구,화곡 4 동,3110673.0,뜸부기어린이공원,골목상권,145209.0
강서구,가양 3 동,3110674.0,강서구청가양동별관,골목상권,10388.0
강서구,화곡 4 동,3110675.0,화곡 4 동주민센터,골목상권,164488.0
강서구,등촌 2 동,3110676.0,등촌역 7 번,골목상권,73721.0
강서구,등촌 1 동,3110677.0,등촌역 1 번,골목상권,46900.0
강서구,염창동,3110678.0,염창무학아파트,골목상권,27977.0
강서구,염창동,3110679.0,염창역 2 번,골목상권,69101.0
구로구,수궁동,3110680.0,온수역 5 번(온수산업단지),골목상권,136117.0
구로구,수궁동,3110681.0,온수역 1 번,골목상권,82313.0
구로구,수궁동,3110682.0,온수역 8 번,골목상권,32907.0
구로구,수궁동,3110683.0,오류고등학교,골목상권,41660.0
구로구,수궁동,3110684.0,서울공연예술고등학교,골목상권,56085.0
구로구,오류 2 동,3110685.0,금강수목원아파트,골목상권,33067.0
구로구,수궁동,3110686.0,수궁동주민센터,골목상권,191258.0
구로구,오류 2 동,3110687.0,"천왕역 3 번
(오류 2 동주민센터,
서울오류남초등학교)",골목상권,42464.0
구로구,오류 1 동,3110688.0,오류지구대,골목상권,79928.0
구로구,오류 1 동,3110689.0,오류동역 3 번,골목상권,115792.0
구로구,오류 2 동,3110690.0,오류 2 동버들시장,골목상권,163596.0
구로구,개봉 1 동,3110691.0,개봉중학교,골목상권,78095.0
구로구,개봉 1 동,3110692.0,큰굴다리,골목상권,68249.0
구로구,오류 1 동,3110693.0,오류동역 4 번,골목상권,9129.0
구로구,고척 2 동,3110694.0,세곡초등학교,골목상권,196285.0
구로구,고척 2 동,3110695.0,개봉 1 동주민센터,골목상권,191612.0
구로구,개봉 2 동,3110696.0,오류동역 1 번,골목상권,87977.0
구로구,개봉 3 동,3110697.0,개봉 3 동주민센터,골목상권,81457.0
구로구,개봉 3 동,3110698.0,개웅초등학교(개웅중학교),골목상권,131201.0
구로구,고척 2 동,3110699.0,덕의초등학교,골목상권,55364.0
구로구,고척 1 동,3110700.0,고척초등학교,골목상권,131905.0
구로구,고척 2 동,3110701.0,고척동성당,골목상권,44097.0
구로구,개봉 3 동,3110702.0,개봉초등학교,골목상권,91947.0
구로구,개봉 1 동,3110703.0,개봉역,골목상권,119182.0
구로구,고척 1 동,3110704.0,고척중학교,골목상권,15243.0
구로구,고척 1 동,3110705.0,고산초등학교,골목상권,20963.0
구로구,고척 1 동,3110706.0,그라운드 고척,골목상권,44173.0
구로구,신도림동,3110707.0,구로창업지원센터,골목상권,185688.0
구로구,구로 2 동,3110708.0,화원어린이공원,골목상권,50397.0
구로구,구로 2 동,3110709.0,구로 119 안전센터,골목상권,88217.0
구로구,구로 2 동,3110710.0,남구로역 3 번,골목상권,224117.0
구로구,구로 2 동,3110711.0,구로초등학교,골목상권,157006.0
구로구,구로 4 동,3110712.0,남구로역 5 번,골목상권,83115.0
구로구,구로 5 동,3110713.0,구로보건소,골목상권,250966.0
구로구,구로 4 동,3110714.0,구로 4 동주민센터,골목상권,140331.0
구로구,구로 5 동,3110715.0,구로구민회관,골목상권,40106.0
구로구,구로 2 동,3110716.0,구로나눔길,골목상권,50788.0
구로구,가리봉동,3110717.0,남구로역 2 번,골목상권,206144.0
구로구,구로 5 동,3110718.0,한국 SGI 본부,골목상권,113693.0
구로구,구로 3 동,3110719.0,영서중학교,골목상권,12156.0
구로구,구로 4 동,3110720.0,대림역 2 번,골목상권,111299.0
구로구,가리봉동,3110721.0,가리봉파출소,골목상권,71977.0
구로구,구로 3 동,3110722.0,G 타워,골목상권,84987.0
금천구,가산동,3110723.0,가산디지털단지역 1 번 출입구,골목상권,42837.0
금천구,가산동,3110724.0,금천구립가산도서관,골목상권,64563.0
금천구,가산동,3110725.0,가산동주민센터,골목상권,39903.0
금천구,독산 1 동,3110726.0,금천철쭉어린이공원(금하마을),골목상권,44361.0
금천구,독산 1 동,3110727.0,독산역 1 번 출입구,골목상권,106562.0
금천구,독산 1 동,3110728.0,두산초등학교,골목상권,50102.0
금천구,가산동,3110729.0,가산동우체국,골목상권,85219.0
금천구,독산 1 동,3110730.0,서울축산농협 독산역지점(독산파출소),골목상권,115670.0
금천구,시흥 1 동,3110731.0,금천구청역 1 번 출입구,골목상권,161006.0
금천구,독산 1 동,3110732.0,가산초등학교(세일중학교),골목상권,134081.0
금천구,시흥 1 동,3110733.0,금천어울림복지센터,골목상권,36821.0
금천구,시흥 1 동,3110734.0,금천파출소,골목상권,16742.0
금천구,독산 2 동,3110735.0,말미고개,골목상권,180092.0
금천구,독산 4 동,3110736.0,독산 119 안전센터,골목상권,124454.0
금천구,독산 3 동,3110737.0,금천세무서,골목상권,84015.0
금천구,독산 3 동,3110738.0,문성초등학교,골목상권,114069.0
금천구,시흥 3 동,3110739.0,시흥 3 동 우편취급국,골목상권,20887.0
금천구,시흥 1 동,3110740.0,금천해태공원,골목상권,148638.0
금천구,독산 2 동,3110741.0,독산 2 동주민센터,골목상권,96407.0
금천구,시흥 1 동,3110742.0,KT 금천빌딩(금천구시설관리공단),골목상권,35970.0
금천구,시흥 1 동,3110743.0,시흥초등학교(시흥 1 동우체국),골목상권,121078.0
금천구,독산 4 동,3110744.0,독산동성당,골목상권,207152.0
금천구,독산 2 동,3110745.0,독산동정훈단지,골목상권,79548.0
금천구,시흥 1 동,3110746.0,금천금빛공원(은행나무사거리서측),골목상권,57787.0
금천구,시흥 3 동,3110747.0,석수역 1 번 출입구,골목상권,72218.0
금천구,시흥 5 동,3110748.0,백산초등학교,골목상권,70150.0
금천구,시흥 3 동,3110749.0,금산초등학교(금천고등학교),골목상권,145627.0
금천구,시흥 4 동,3110750.0,시흥동주민센터(서울신흥초등학교),골목상권,113692.0
금천구,독산 3 동,3110751.0,난곡중학교,골목상권,142894.0
금천구,시흥 4 동,3110752.0,한울중학교,골목상권,160859.0
금천구,시흥 5 동,3110753.0,시흥동 은행나무사거리,골목상권,177282.0
금천구,시흥 5 동,3110754.0,삼성산자연공원(서울금천초등학교),골목상권,134370.0
금천구,시흥 2 동,3110755.0,동일여자고등학교,골목상권,59664.0
영등포구,양평 1 동,3110756.0,문래중학교,골목상권,49828.0
영등포구,양평 1 동,3110757.0,양평역 2 번,골목상권,73590.0
영등포구,문래동,3110758.0,문래소공원,골목상권,38867.0
영등포구,문래동,3110759.0,문래예술촌(문래창작촌),골목상권,299716.0
영등포구,양평 2 동,3110760.0,선유도역 6 번,골목상권,153365.0
영등포구,문래동,3110761.0,문래동남성맨션,골목상권,31681.0
영등포구,양평 2 동,3110762.0,선유도역 1 번,골목상권,342694.0
영등포구,당산 1 동,3110763.0,영등포구청역 2 번,골목상권,33508.0
영등포구,당산 1 동,3110764.0,문래역 3 번,골목상권,18152.0
영등포구,문래동,3110765.0,문래동사거리,골목상권,81024.0
영등포구,대림 3 동,3110766.0,대림역 5 번,골목상권,94929.0
영등포구,도림동,3110767.0,도림동주민센터,골목상권,27268.0
영등포구,도림동,3110768.0,도림 2 동유수지내체육시설,골목상권,51407.0
영등포구,대림 2 동,3110769.0,대림차이나타운(대림역 12 번),골목상권,35768.0
영등포구,당산 1 동,3110770.0,영등포구청역 6 번,골목상권,47293.0
영등포구,대림 2 동,3110771.0,대림역 11 번,골목상권,24375.0
영등포구,대림 3 동,3110772.0,신우어린이공원,골목상권,40126.0
영등포구,양평 2 동,3110773.0,당산역 13 번,골목상권,9756.0
영등포구,당산 2 동,3110774.0,당산반도유보라팰리스아파트,골목상권,35052.0
영등포구,대림 2 동,3110775.0,대동초등학교,골목상권,35075.0
영등포구,대림 3 동,3110776.0,도신초등학교,골목상권,113740.0
영등포구,문래동,3110777.0,구로세무서,골목상권,45358.0
영등포구,대림 2 동,3110778.0,구로디지털단지역 4 번,골목상권,204978.0
영등포구,대림 1 동,3110779.0,대림갑을명가아파트,골목상권,13131.0
영등포구,신길 5 동,3110780.0,신길대성유니드아파트,골목상권,87225.0
영등포구,대림 1 동,3110781.0,대림한신아파트,골목상권,84160.0
영등포구,영등포동,3110782.0,영등포시장역 4 번,골목상권,30037.0
영등포구,영등포동,3110783.0,영등포시장역 1 번,골목상권,49012.0
영등포구,대림 1 동,3110784.0,신대림초등학교,골목상권,37357.0
영등포구,도림동,3110785.0,영등포푸르지오아파트,골목상권,109702.0
영등포구,당산 2 동,3110786.0,당산역 8 번,골목상권,54674.0
영등포구,신길 3 동,3110787.0,신길 3 동주민센터,골목상권,95882.0
영등포구,영등포동,3110788.0,영등포시장역 3 번,골목상권,10464.0
영등포구,대림 1 동,3110789.0,대림성모병원,골목상권,86491.0
영등포구,신길 5 동,3110790.0,대림 1 동주민센터,골목상권,115306.0
영등포구,신길 5 동,3110791.0,신풍역 3 번,골목상권,21697.0
영등포구,도림동,3110792.0,영등포역 2 번,골목상권,129915.0
영등포구,대림 1 동,3110793.0,대림썬프라자,골목상권,9883.0
영등포구,당산 2 동,3110794.0,영동초등학교,골목상권,81298.0
영등포구,신길 3 동,3110795.0,도림초등학교,골목상권,68722.0
영등포구,영등포동,3110796.0,한림대학교한강성심병원,골목상권,24293.0
영등포구,신길 6 동,3110797.0,KT 대방빌딩,골목상권,8947.0
영등포구,신길 6 동,3110798.0,신풍역 2 번,골목상권,21568.0
영등포구,영등포본동,3110799.0,영등포본동주민센터,골목상권,29319.0
영등포구,영등포동,3110800.0,영등포동성당,골목상권,33962.0
영등포구,신길 6 동,3110801.0,신풍역 6 번(신길 6 동공영주차장),골목상권,14185.0
영등포구,신길 4 동,3110802.0,신길동홍어거리,골목상권,44973.0
영등포구,영등포본동,3110803.0,신길 2 동우편취급국,골목상권,97248.0
영등포구,신길 6 동,3110804.0,신풍역 1 번,골목상권,83571.0
영등포구,신길 4 동,3110805.0,신길새마을금고신길 4 동지점,골목상권,27917.0
영등포구,영등포동,3110806.0,서울시립영등포장애인복지관,골목상권,14104.0
영등포구,영등포동,3110807.0,신길역 3 번,골목상권,44675.0
영등포구,영등포본동,3110808.0,신길역 1 번,골목상권,31907.0
영등포구,영등포본동,3110809.0,장훈고등학교,골목상권,31824.0
영등포구,신길 1 동,3110810.0,영신초등학교,골목상권,117632.0
영등포구,신길 6 동,3110811.0,보라매역 4 번,골목상권,44661.0
영등포구,신길 6 동,3110812.0,신길 6 동주민센터,골목상권,59185.0
영등포구,신길 7 동,3110813.0,보라매역 6 번,골목상권,100264.0
영등포구,신길 7 동,3110814.0,서울지방병무청,골목상권,141531.0
영등포구,신길 1 동,3110815.0,공군호텔,골목상권,182950.0
영등포구,신길 1 동,3110816.0,대방역 6 번,골목상권,92336.0
영등포구,신길 1 동,3110817.0,대방역 4 번,골목상권,51645.0
동작구,신대방 1 동,3110818.0,신대방역 3 번,골목상권,49264.0
동작구,신대방 1 동,3110819.0,신대방역 4 번,골목상권,181264.0
동작구,대방동,3110820.0,성남고등학교,골목상권,100016.0
동작구,신대방 2 동,3110821.0,보라매역 2 번,골목상권,128484.0
동작구,대방동,3110822.0,신대방삼거리역 4 번(대림초등학교),골목상권,91041.0
동작구,신대방 2 동,3110823.0,신대방삼거리역 3 번,골목상권,88509.0
동작구,대방동,3110824.0,대방역 3 번,골목상권,46862.0
동작구,상도 3 동,3110825.0,신대방삼거리역 1 번,골목상권,182490.0
동작구,상도 2 동,3110826.0,장승배기역 4 번,골목상권,115676.0
동작구,상도 4 동,3110827.0,NH 농협은행 상도동지점,골목상권,68956.0
동작구,노량진 2 동,3110828.0,노량진역 6 번,골목상권,236972.0
동작구,노량진 2 동,3110829.0,장승배기역 5 번,골목상권,92311.0
동작구,상도 4 동,3110830.0,상도초등학교,골목상권,126620.0
동작구,상도 4 동,3110831.0,상도 4 동주민센터,골목상권,56494.0
동작구,노량진 1 동,3110832.0,노량진초등학교,골목상권,100857.0
동작구,상도 2 동,3110833.0,상도역 2 번,골목상권,54544.0
동작구,노량진 1 동,3110834.0,동작구자원봉사센터,골목상권,33607.0
동작구,상도 1 동,3110835.0,상도역 1 번,골목상권,39906.0
동작구,상도 1 동,3110836.0,상도역 5 번,골목상권,239852.0
동작구,상도 1 동,3110837.0,숭실대입구역 1 번,골목상권,148274.0
동작구,상도 1 동,3110838.0,상도 1 동주민센터앞,골목상권,13134.0
동작구,상도 1 동,3110839.0,숭실대입구역 4 번,골목상권,68786.0
동작구,흑석동,3110840.0,중앙대학교,골목상권,107472.0
동작구,흑석동,3110841.0,중대부중,골목상권,60861.0
동작구,흑석동,3110842.0,흑리단길,골목상권,29278.0
동작구,사당 5 동,3110843.0,사당 5 동주민센터,골목상권,42412.0
동작구,흑석동,3110844.0,흑석 2 치안센터,골목상권,25007.0
동작구,사당 3 동,3110845.0,사당종합체육관,골목상권,33058.0
동작구,사당 4 동,3110846.0,남성역 1 번,골목상권,212396.0
동작구,사당 1 동,3110847.0,예술인마을,골목상권,104588.0
동작구,사당 1 동,3110848.0,양지어린이공원,골목상권,116036.0
동작구,사당 3 동,3110849.0,이수역 10 번,골목상권,119168.0
동작구,사당 1 동,3110850.0,사당역 10 번,골목상권,202958.0
동작구,사당 2 동,3110851.0,경문고등학교(동작동성당),골목상권,115412.0
동작구,사당 1 동,3110852.0,이수역 9 번,골목상권,44183.0
관악구,조원동,3110853.0,KT 구로지사,골목상권,80033.0
관악구,조원동,3110854.0,조원동주민센터,골목상권,47109.0
관악구,조원동,3110855.0,신대방역 2 번,골목상권,155155.0
관악구,미성동,3110856.0,미성초등학교,골목상권,127503.0
관악구,미성동,3110857.0,미성동주민센터,골목상권,113505.0
관악구,신사동,3110858.0,신대방역 1 번,골목상권,23709.0
관악구,난향동,3110859.0,난향초등학교,골목상권,77274.0
관악구,미성동,3110860.0,호림박물관(성보고등학교),골목상권,69058.0
관악구,신사동,3110861.0,관악구신사동주민센터,골목상권,200822.0
관악구,난곡동,3110862.0,"난곡초등학교
(난곡동벽화마을)",골목상권,58047.0
관악구,미성동,3110863.0,난우초등학교,골목상권,109345.0
관악구,신사동,3110864.0,신림우방아파트,골목상권,106563.0
관악구,난곡동,3110865.0,남강고등학교(남강중학교),골목상권,181632.0
관악구,난곡동,3110866.0,난우중학교,골목상권,139406.0
관악구,신원동,3110867.0,국제신학대학원대학교 (남서울중학교),골목상권,95938.0
관악구,신사동,3110868.0,남부초등학교,골목상권,87679.0
관악구,신림동,3110869.0,"신림역 5 번(신림동주민센터,
신림동별빛거리)",골목상권,194701.0
관악구,삼성동,3110870.0,신림주공 2 단지(광신고등학교),골목상권,26565.0
관악구,신원동,3110871.0,신원동주민센터,골목상권,49950.0
관악구,신원동,3110872.0,신림초등학교,골목상권,53857.0
관악구,보라매동,3110873.0,당곡중학교,골목상권,132683.0
관악구,삼성동,3110874.0,"원신초등학교
(구세군관악영문교회)",골목상권,110847.0
관악구,보라매동,3110875.0,"보라매동주민센터
(당곡고등학교)",골목상권,62226.0
관악구,서원동,3110876.0,"서원동주민센터
(신관중학교)",골목상권,59122.0
관악구,신림동,3110877.0,신림역 8 번,골목상권,103978.0
관악구,삼성동,3110878.0,미림여고,골목상권,45308.0
관악구,삼성동,3110879.0,신림현대아파트,골목상권,51568.0
관악구,서원동,3110880.0,신림역 1 번,골목상권,38288.0
관악구,대학동,3110881.0,"구립대학경로당
(관악산샘말공원)",골목상권,234224.0
관악구,서림동,3110882.0,신성초등학교,골목상권,147004.0
관악구,보라매동,3110883.0,은천초등학교(은천교앞),골목상권,111515.0
관악구,은천동,3110884.0,"봉천역 4 번
(봉천 110 안전센터)",골목상권,43849.0
관악구,서림동,3110885.0,영락고등학교,골목상권,138911.0
관악구,서림동,3110886.0,관악해태어린이공원,골목상권,78673.0
관악구,대학동,3110887.0,"서울산업정보학교
(서울삼성초등학교)",골목상권,56397.0
관악구,청룡동,3110888.0,청룡동주민센터,골목상권,38688.0
관악구,은천동,3110889.0,봉천역 6 번,골목상권,42797.0
관악구,청룡동,3110890.0,봉천역 1 번(관악초등학교),골목상권,53715.0
관악구,성현동,3110891.0,구암초등학교,골목상권,40509.0
관악구,중앙동,3110892.0,관악구 중앙길,골목상권,259916.0
관악구,청룡동,3110893.0,관악소방서(문영여고),골목상권,16048.0
관악구,성현동,3110894.0,"관악동부센트레빌아파트
(은천로 35 라길)",골목상권,30920.0
관악구,낙성대동,3110895.0,샤로수길,골목상권,315417.0
관악구,행운동,3110896.0,관악우성아파트,골목상권,23731.0
관악구,행운동,3110897.0,서울대입구역 8 번,골목상권,115911.0
관악구,청림동,3110898.0,"청림동주민센터
(상도중학교)",골목상권,57942.0
관악구,행운동,3110899.0,낙성대역 5 번(관악중학교),골목상권,73363.0
관악구,인헌동,3110900.0,낙성대역 1 번 (관악구민 종합체육센터),골목상권,111817.0
관악구,인헌동,3110901.0,인헌고등학교(인헌중학교),골목상권,92180.0
관악구,남현동,3110902.0,사당역 4 번,골목상권,250733.0
서초구,방배본동,3110903.0,방배아이파크아파트,골목상권,92803.0
서초구,방배 2 동,3110904.0,이수역 5 번,골목상권,47127.0
서초구,방배 2 동,3110905.0,방배노인종합복지관(이수중학교),골목상권,76869.0
서초구,방배 4 동,3110906.0,서문여고,골목상권,37319.0
서초구,방배 4 동,3110907.0,방배초등학교,골목상권,103888.0
서초구,반포본동,3110908.0,구반포역,골목상권,28724.0
서초구,방배 2 동,3110909.0,남태령역(서울전자고등학교),골목상권,73654.0
서초구,방배 4 동,3110910.0,내방역 5 번,골목상권,60073.0
서초구,방배 3 동,3110911.0,방배배수지체육공원,골목상권,282743.0
서초구,방배본동,3110912.0,방배동사이길,골목상권,26478.0
서초구,방배 3 동,3110913.0,"방현초등학교
(방배 119 안전센터)",골목상권,148771.0
서초구,방배 4 동,3110914.0,내방역 6 번,골목상권,16286.0
서초구,방배본동,3110915.0,서래초등학교,골목상권,76657.0
서초구,방배 1 동,3110916.0,내방역 4 번,골목상권,103116.0
서초구,반포 4 동,3110917.0,서초소방서,골목상권,48294.0
서초구,방배 1 동,3110918.0,방배역 3 번,골목상권,62846.0
서초구,방배 4 동,3110919.0,내방역 8 번,골목상권,88173.0
서초구,방배 3 동,3110920.0,"방배역 2 번
(백석예술대학교)",골목상권,15874.0
서초구,반포 4 동,3110921.0,서울프랑스학교,골목상권,35625.0
서초구,방배 1 동,3110922.0,내방역 1 번,골목상권,62116.0
서초구,방배 3 동,3110923.0,방배역 1 번,골목상권,14707.0
서초구,반포 4 동,3110924.0,반포 4 동주민센터(몽마르뜨공원),골목상권,75392.0
서초구,서초 3 동,3110925.0,서초중학교,골목상권,71878.0
서초구,서초 3 동,3110926.0,신중초등학교,골목상권,98883.0
서초구,잠원동,3110927.0,잠원역,골목상권,60236.0
서초구,서초 3 동,3110928.0,서초우방유쉘아파트,골목상권,22283.0
서초구,서초 1 동,3110929.0,남부터미널역 1 번,골목상권,186714.0
서초구,서초 1 동,3110930.0,서초동성당,골목상권,98532.0
서초구,양재 1 동,3110931.0,"삼성전자서울 R&D
(서울우면초등학교)",골목상권,44205.0
서초구,서초 1 동,3110932.0,서울시인재개발원,골목상권,40038.0
서초구,서초 1 동,3110933.0,한국상담대학원대학교,골목상권,24916.0
서초구,양재 1 동,3110934.0,우면주공아파트,골목상권,80617.0
서초구,서초 2 동,3110935.0,한전아트센터,골목상권,32304.0
서초구,양재 2 동,3110936.0,"더케이호텔
(양재리본타워 2 단지아파트)",골목상권,43233.0
서초구,양재 1 동,3110937.0,"방아다리근린공원
(횃불트리니티신학대학원대학교)",골목상권,40444.0
서초구,양재 1 동,3110938.0,바우뫼공원,골목상권,38156.0
서초구,양재 1 동,3110939.0,양재역 8 번(양재동우체국),골목상권,218114.0
서초구,양재 2 동,3110940.0,양재근린공원(양재 2 동주민센터),골목상권,32454.0
서초구,양재 2 동,3110941.0,언남고등학교,골목상권,23167.0
서초구,양재 2 동,3110942.0,염곡동구룡사(포이동성당),골목상권,252432.0
서초구,양재 2 동,3110943.0,"법제교육센터
(버들어린이공원)",골목상권,57521.0
서초구,내곡동,3110944.0,서울나래학교(염곡어린이공원),골목상권,70228.0
서초구,내곡동,3110945.0,"본마을노인복지센터
(서초구립내곡도서관)",골목상권,104024.0
서초구,양재 2 동,3110946.0,청계산원터골,골목상권,17189.0
서초구,내곡동,3110947.0,청계산입구역 2 번(내곡동주민센터),골목상권,84941.0
서초구,내곡동,3110948.0,헌인가구단지,골목상권,198674.0
강남구,신사동,3110949.0,한남 IC,골목상권,62126.0
강남구,논현 1 동,3110950.0,논현역 7 번,골목상권,46164.0
강남구,신사동,3110951.0,신사은행나무공원,골목상권,29000.0
강남구,논현 1 동,3110952.0,논현목련공원,골목상권,21629.0
강남구,논현 1 동,3110953.0,학동근린공원,골목상권,92947.0
강남구,역삼 1 동,3110954.0,국기원,골목상권,39799.0
강남구,논현 1 동,3110955.0,논현초등학교,골목상권,190913.0
강남구,역삼 1 동,3110956.0,언주역 8 번,골목상권,71587.0
강남구,논현 2 동,3110957.0,언북중학교,골목상권,94815.0
강남구,역삼 1 동,3110958.0,역삼역 4 번,골목상권,73119.0
강남구,압구정동,3110959.0,신구중학교,골목상권,35960.0
강남구,도곡 1 동,3110960.0,은광여고,골목상권,25543.0
강남구,논현 2 동,3110961.0,언주역 3 번,골목상권,63031.0
강남구,압구정동,3110962.0,도산공원북측,골목상권,10044.0
강남구,역삼 1 동,3110963.0,역삼월드메르디앙아파트,골목상권,40391.0
강남구,도곡 1 동,3110964.0,싸리고개근린공원,골목상권,21894.0
강남구,역삼 1 동,3110965.0,언주역 6 번,골목상권,65108.0
강남구,논현 2 동,3110966.0,논현 2 동주민센터,골목상권,93545.0
강남구,역삼 1 동,3110967.0,역삼역 8 번,골목상권,68672.0
강남구,논현 2 동,3110968.0,강남구청역 2 번,골목상권,43750.0
강남구,역삼 2 동,3110969.0,베르사이유 1 아파트,골목상권,55302.0
강남구,논현 2 동,3110970.0,학동초등학교,골목상권,50014.0
강남구,역삼 1 동,3110971.0,선정릉역 4 번,골목상권,133222.0
강남구,역삼 2 동,3110972.0,강남세브란스병원미래의학연구센터,골목상권,46603.0
강남구,청담동,3110973.0,강남구청역 4 번,골목상권,66136.0
강남구,삼성 2 동,3110974.0,언주중학교,골목상권,35151.0
강남구,도곡 1 동,3110975.0,매봉역 1 번,골목상권,52363.0
강남구,청담동,3110976.0,언북초등학교,골목상권,55724.0
강남구,개포 4 동,3110977.0,논현로 18 길,골목상권,17288.0
강남구,도곡 2 동,3110978.0,도곡 2 동주민센터(대치중학교),골목상권,14234.0
강남구,청담동,3110979.0,청담초등학교,골목상권,63403.0
강남구,개포 4 동,3110980.0,개포지구대옆,골목상권,85828.0
강남구,개포 4 동,3110981.0,국악고교사거리,골목상권,67409.0
강남구,삼성 2 동,3110982.0,강남구보훈회관,골목상권,19865.0
강남구,개포 4 동,3110983.0,국립국악고등학교,골목상권,56042.0
강남구,개포 4 동,3110984.0,"포이초등학교
(개포목련어린이공원)",골목상권,137098.0
강남구,청담동,3110985.0,청담근린공원,골목상권,43265.0
강남구,삼성 2 동,3110986.0,삼성중앙역 7 번,골목상권,15944.0
강남구,청담동,3110987.0,영동대교남단,골목상권,31393.0
강남구,삼성 1 동,3110988.0,청담역 3 번,골목상권,79185.0
강남구,대치 4 동,3110989.0,대치동아우편취급국,골목상권,40587.0
강남구,청담동,3110990.0,청담역 12 번,골목상권,10107.0
강남구,삼성 1 동,3110991.0,삼성중앙역 5 번,골목상권,26622.0
강남구,대치 4 동,3110992.0,도곡초등학교,골목상권,138866.0
강남구,개포 1 동,3110993.0,개포지하차도 북측,골목상권,37865.0
강남구,개포 2 동,3110994.0,개포고등학교,골목상권,61589.0
강남구,삼성 1 동,3110995.0,봉은사역 4 번,골목상권,122757.0
강남구,대치 2 동,3110996.0,대치 2 동주민센터,골목상권,112841.0
강남구,일원 1 동,3110997.0,대청초등학교,골목상권,236964.0
강남구,세곡동,3110998.0,은곡마을(은곡마을공원),골목상권,116896.0
강남구,세곡동,3110999.0,윗방죽마을공원,골목상권,239797.0
강남구,세곡동,3111000.0,대왕초등학교(세곡동사거리서남측),골목상권,52892.0
강남구,세곡동,3111001.0,아래방죽마을공원(율현초등학교),골목상권,159591.0
강남구,세곡동,3111002.0,한국교통안전공단 강남자동차검사소,골목상권,59241.0
송파구,잠실본동,3111003.0,삼전역 4 번,골목상권,272855.0
송파구,잠실본동,3111004.0,삼전역 1 번,골목상권,245561.0
송파구,삼전동,3111005.0,삼전역 3 번,골목상권,193689.0
송파구,삼전동,3111006.0,석촌고분역 1 번,골목상권,182032.0
송파구,삼전동,3111007.0,석촌고분역 4 번,골목상권,163064.0
송파구,석촌동,3111008.0,석촌고분역 3 번,골목상권,104883.0
송파구,석촌동,3111009.0,송파책박물관,골목상권,34040.0
송파구,석촌동,3111010.0,석촌역 7 번,골목상권,200178.0
송파구,잠실 4 동,3111011.0,잠실나루역,골목상권,25839.0
송파구,석촌동,3111012.0,석촌역 6 번,골목상권,120754.0
송파구,송파 1 동,3111013.0,송파나루역 1 번(송리단길),골목상권,191523.0
송파구,방이 2 동,3111014.0,송파나루역 2 번,골목상권,72714.0
송파구,송파 1 동,3111015.0,석촌역 3 번,골목상권,226584.0
송파구,송파 2 동,3111016.0,송파역 2 번,골목상권,99527.0
송파구,방이 2 동,3111017.0,송파나루역 3 번,골목상권,32806.0
송파구,풍납 1 동,3111018.0,"풍납초등학교
(풍납백제문화공원)",골목상권,27101.0
송파구,방이 2 동,3111019.0,한성백제역 3 번,골목상권,182798.0
송파구,방이 1 동,3111020.0,"방이동고분군
(방산고등학교)",골목상권,28997.0
송파구,방이 1 동,3111021.0,방이역 4 번,골목상권,324278.0
송파구,가락본동,3111022.0,석촌중학교(방이육교),골목상권,80535.0
송파구,문정 1 동,3111023.0,문정역 1 번,골목상권,61838.0
